id,city,country,country_code,region,cen_lat,cen_lon,freshwater,coastal,forest,grasslands,mountains,peatlands,deserts,farmlands,income_group,pop_size_class,built_form_type
177,"Puebla","Mexico","MEX","Latin America and the Caribbean",19.04691,-98.22301,0,0,1,0,0,0,0,0,"UMIC","3. Between 1 and 5 million","Sprawl"
178,"Saltillo","Mexico","MEX","Latin America and the Caribbean",25.42337,-100.9797,1,0,0,1,0,0,1,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
179,"Huajuapan","Mexico","MEX","Latin America and the Caribbean",17.80576,-97.77865,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
180,"Tlaxcala","Mexico","MEX","Latin America and the Caribbean",19.30038,-98.20766,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
181,"Zacatelco","Mexico","MEX","Latin America and the Caribbean",19.18938,-98.2272,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
182,"Kennewick","United States","USA","Northern America",46.21406,-119.1576,1,0,0,1,0,0,1,0,"HIC","5. Between 100,000 and 500,000","Compact"
183,"Anchorage","United States","USA","Northern America",61.19923,-149.8315,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
184,"Ramos Arizpe","Mexico","MEX","Latin America and the Caribbean",25.53934,-100.947,1,0,0,1,0,0,1,0,"UMIC","6. Lesser than 100,000","Compact"
185,"Apizaco","Mexico","MEX","Latin America and the Caribbean",19.41565,-98.13637,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
186,"Tulancingo","Mexico","MEX","Latin America and the Caribbean",20.07983,-98.3558,1,0,0,1,0,0,1,0,"UMIC","5. Between 100,000 and 500,000","Compact"
187,"Vancouver","Canada","CAN","Northern America",49.22926,-122.9851,1,0,1,0,0,0,0,0,"HIC","3. Between 1 and 5 million","Compact"
188,"Monclova","Mexico","MEX","Latin America and the Caribbean",26.90459,-101.4318,1,0,0,1,0,0,1,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
189,"Ciudad Valles","Mexico","MEX","Latin America and the Caribbean",21.99375,-99.01086,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
190,"Bellingham","United States","USA","Northern America",48.75706,-122.4846,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
191,"Huamantla","Mexico","MEX","Latin America and the Caribbean",19.31105,-97.92017,0,0,0,1,1,0,1,0,"UMIC","6. Lesser than 100,000","Compact"
192,"Provo","United States","USA","Northern America",40.31561,-111.721,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
193,"Salt Lake City","United States","USA","Northern America",40.64505,-111.9173,1,0,0,1,0,0,1,0,"HIC","4. Between 500,000 and 1 million","Compact"
194,"White Rock","Canada","CAN","Northern America",49.04142,-122.815,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
195,"Huauchinango","Mexico","MEX","Latin America and the Caribbean",20.17471,-98.05324,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
196,"Albuquerque","United States","USA","Northern America",35.12904,-106.6292,1,0,0,1,0,0,1,0,"HIC","4. Between 500,000 and 1 million","Sprawl"
197,"Tehuacn","Mexico","MEX","Latin America and the Caribbean",18.46101,-97.39597,1,0,0,1,0,0,1,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
198,"Garca","Mexico","MEX","Latin America and the Caribbean",25.79552,-100.5955,1,0,0,1,0,0,1,0,"UMIC","5. Between 100,000 and 500,000","Compact"
199,"Langley","Canada","CAN","Northern America",49.10893,-122.6914,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
200,"Monterrey","Mexico","MEX","Latin America and the Caribbean",25.71167,-100.2783,1,0,0,1,0,0,1,0,"UMIC","3. Between 1 and 5 million","Sprawl"
201,"Ciudad Mante","Mexico","MEX","Latin America and the Caribbean",22.74631,-98.98125,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
202,"Oaxaca","Mexico","MEX","Latin America and the Caribbean",17.06521,-96.73268,1,0,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
203,"Bountiful","United States","USA","Northern America",40.87744,-111.8916,1,0,0,1,0,0,1,0,"HIC","6. Lesser than 100,000","Compact"
204,"Maple Ridge","Canada","CAN","Northern America",49.21726,-122.6243,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
205,"Abbotsford","Canada","CAN","Northern America",49.05222,-122.3072,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
206,"Ogden","United States","USA","Northern America",41.0822,-111.9862,1,0,0,1,0,0,1,0,"HIC","5. Between 100,000 and 500,000","Compact"
207,"Orizaba","Mexico","MEX","Latin America and the Caribbean",18.83879,-97.11916,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
208,"Ciudad Victoria","Mexico","MEX","Latin America and the Caribbean",23.7388,-99.14935,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
209,"Cadereyta Jimnez","Mexico","MEX","Latin America and the Caribbean",25.58406,-99.9986,1,0,0,1,0,0,1,0,"UMIC","6. Lesser than 100,000","Compact"
210,"San Luis","Mexico","MEX","Latin America and the Caribbean",25.90778,-100.1712,1,0,0,1,0,0,1,0,"UMIC","5. Between 100,000 and 500,000","Compact"
211,"Teziutln","Mexico","MEX","Latin America and the Caribbean",19.81574,-97.37182,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
212,"General Zuazua","Mexico","MEX","Latin America and the Caribbean",25.8827,-100.1243,1,0,0,1,0,0,1,0,"UMIC","6. Lesser than 100,000","Compact"
213,"Linares","Mexico","MEX","Latin America and the Caribbean",24.86676,-99.5574,0,0,0,1,0,0,1,0,"UMIC","6. Lesser than 100,000","Sprawl"
214,"Crdoba","Mexico","MEX","Latin America and the Caribbean",18.8954,-96.95467,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
215,"Poza Rica","Mexico","MEX","Latin America and the Caribbean",20.53424,-97.44936,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
216,"Coatepec","Mexico","MEX","Latin America and the Caribbean",19.45528,-96.95931,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
217,"Papantla de Olarte","Mexico","MEX","Latin America and the Caribbean",20.44753,-97.32507,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
218,"Xalapa","Mexico","MEX","Latin America and the Caribbean",19.53935,-96.9091,0,0,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Compact"
219,"Txpam","Mexico","MEX","Latin America and the Caribbean",20.95447,-97.41037,0,1,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
220,"Martnez de la Torre","Mexico","MEX","Latin America and the Caribbean",20.06666,-97.05242,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
221,"Tampico","Mexico","MEX","Latin America and the Caribbean",22.26867,-97.85524,1,1,0,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
222,"Altamira","Mexico","MEX","Latin America and the Caribbean",22.38904,-97.91042,0,1,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
223,"Tierra Blanca","Mexico","MEX","Latin America and the Caribbean",18.44921,-96.35738,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
224,"Tuxtepec","Mexico","MEX","Latin America and the Caribbean",18.08919,-96.13772,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
225,"Veracruz","Mexico","MEX","Latin America and the Caribbean",19.1741,-96.16724,0,1,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Compact"
226,"El Tejar","Mexico","MEX","Latin America and the Caribbean",19.08262,-96.15795,0,1,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
227,"Santo Domingo Tehuantepec","Mexico","MEX","Latin America and the Caribbean",16.32521,-95.23578,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
228,"Salina Cruz","Mexico","MEX","Latin America and the Caribbean",16.19592,-95.20093,0,1,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
229,"Grand Junction","United States","USA","Northern America",39.08509,-108.5257,1,0,0,1,0,0,1,0,"HIC","6. Lesser than 100,000","Compact"
230,"Ciudad Acua","Mexico","MEX","Latin America and the Caribbean",29.31912,-100.9595,1,0,0,1,0,0,1,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
231,"Piedras Negras","Mexico","MEX","Latin America and the Caribbean",28.69897,-100.5239,1,0,0,1,0,0,1,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
232,"Juchitn","Mexico","MEX","Latin America and the Caribbean",16.43582,-95.02033,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
233,"Odessa","United States","USA","Northern America",31.86669,-102.3673,1,0,0,1,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
234,"Nuevo Laredo","Mexico","MEX","Latin America and the Caribbean",27.50073,-99.51215,1,0,0,1,0,0,1,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
235,"Midland","United States","USA","Northern America",32.00658,-102.1149,1,0,0,1,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
236,"San Andrs Tuxtla","Mexico","MEX","Latin America and the Caribbean",18.45059,-95.21843,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
237,"Reynosa","Mexico","MEX","Latin America and the Caribbean",26.04441,-98.30413,1,0,0,1,0,0,1,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
238,"Acayucan","Mexico","MEX","Latin America and the Caribbean",17.94985,-94.90583,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
239,"McAllen","United States","USA","Northern America",26.21684,-98.23833,1,0,0,1,0,0,1,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
240,"Ro Bravo","Mexico","MEX","Latin America and the Caribbean",25.99021,-98.09063,1,0,0,1,0,0,1,0,"UMIC","6. Lesser than 100,000","Sprawl"
241,"Spokane","United States","USA","Northern America",47.67226,-117.3512,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
242,"Idaho Falls","United States","USA","Northern America",43.48928,-112.0099,1,0,0,1,0,0,1,0,"HIC","6. Lesser than 100,000","Compact"
243,"Minatitln","Mexico","MEX","Latin America and the Caribbean",17.99433,-94.55754,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
244,"Coatzacoalcos","Mexico","MEX","Latin America and the Caribbean",18.13573,-94.44754,0,1,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
245,"Matamoros","Mexico","MEX","Latin America and the Caribbean",25.8476,-97.51105,1,0,0,1,0,0,1,0,"UMIC","5. Between 100,000 and 500,000","Compact"
246,"Brownsville","United States","USA","Northern America",25.93178,-97.48193,1,0,0,1,0,0,1,0,"HIC","5. Between 100,000 and 500,000","Compact"
247,"Lubbock","United States","USA","Northern America",33.55313,-101.8956,1,0,0,1,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
248,"San Angelo","United States","USA","Northern America",31.44746,-100.4628,1,0,0,1,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
249,"Tuxtla Gutirrez","Mexico","MEX","Latin America and the Caribbean",16.75353,-93.1189,1,0,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Compact"
250,"San Antonio","United States","USA","Northern America",29.49174,-98.52064,1,0,0,1,0,0,0,0,"HIC","3. Between 1 and 5 million","Compact"
251,"Crdenas","Mexico","MEX","Latin America and the Caribbean",17.99791,-93.37597,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
252,"Tapachula","Mexico","MEX","Latin America and the Caribbean",14.89577,-92.26855,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
253,"Corpus Christi","United States","USA","Northern America",27.74287,-97.40417,0,1,0,1,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
254,"San Cristbal","Mexico","MEX","Latin America and the Caribbean",16.7332,-92.64272,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
255,"Villahermosa","Mexico","MEX","Latin America and the Caribbean",17.99289,-92.94654,1,0,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Compact"
256,"Malacatn","Guatemala","GTM","Latin America and the Caribbean",14.90899,-92.06639,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
257,"Pueblo","United States","USA","Northern America",38.26208,-104.6197,1,0,0,1,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
258,"Tacan","Guatemala","GTM","Latin America and the Caribbean",15.23155,-92.06642,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
259,"Coatepeque","Guatemala","GTM","Latin America and the Caribbean",14.70471,-91.86599,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
260,"Amarillo","United States","USA","Northern America",35.18506,-101.8644,1,0,0,1,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
261,"San Pedro Sacatepquez [San Marcos]","Guatemala","GTM","Latin America and the Caribbean",14.95987,-91.79128,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
262,"Comitn","Mexico","MEX","Latin America and the Caribbean",16.24349,-92.13518,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
263,"Retalhuleu","Guatemala","GTM","Latin America and the Caribbean",14.5365,-91.67966,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
264,"Abilene","United States","USA","Northern America",32.4416,-99.74928,1,0,0,1,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
265,"Colorado Springs","United States","USA","Northern America",38.86369,-104.776,1,0,0,1,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
266,"Ostuncalco","Guatemala","GTM","Latin America and the Caribbean",14.86515,-91.61989,0,0,1,0,1,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
267,"Mazatenango","Guatemala","GTM","Latin America and the Caribbean",14.53226,-91.50677,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
268,"Quetzaltenango","Guatemala","GTM","Latin America and the Caribbean",14.85575,-91.53083,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
269,"Totonicapn","Guatemala","GTM","Latin America and the Caribbean",14.91804,-91.37594,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
270,"Momostenango","Guatemala","GTM","Latin America and the Caribbean",15.04168,-91.4112,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
271,"Huehuetenango","Guatemala","GTM","Latin America and the Caribbean",15.35094,-91.45531,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
272,"Denver","United States","USA","Northern America",39.72837,-104.9804,1,0,0,1,0,0,0,0,"HIC","3. Between 1 and 5 million","Sprawl"
273,"Austin","United States","USA","Northern America",30.37164,-97.73513,1,0,0,1,0,0,0,0,"HIC","3. Between 1 and 5 million","Sprawl"
274,"Aguacatn","Guatemala","GTM","Latin America and the Caribbean",15.34491,-91.31004,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
275,"Panajachel [Solol]","Guatemala","GTM","Latin America and the Caribbean",14.77434,-91.18188,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
276,"Santa Luca Cotzumalguapa","Guatemala","GTM","Latin America and the Caribbean",14.33937,-91.02135,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
277,"Boulder","United States","USA","Northern America",40.01689,-105.2539,1,0,0,1,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
278,"Santa Cruz del Quich","Guatemala","GTM","Latin America and the Caribbean",15.03321,-91.14517,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
279,"Chichicastenango","Guatemala","GTM","Latin America and the Caribbean",14.94539,-91.11059,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
280,"Santa Cruz Barillas","Guatemala","GTM","Latin America and the Caribbean",15.80652,-91.31171,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
281,"Santa Mara Nebaj","Guatemala","GTM","Latin America and the Caribbean",15.40961,-91.14897,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
282,"Escuintla","Guatemala","GTM","Latin America and the Caribbean",14.30118,-90.78242,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
283,"Chimaltenango","Guatemala","GTM","Latin America and the Caribbean",14.66253,-90.81795,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
284,"Longmont","United States","USA","Northern America",40.17028,-105.1125,1,0,0,1,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
285,"Ciudad Vieja [Antigua Guatemala]","Guatemala","GTM","Latin America and the Caribbean",14.55292,-90.73482,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
286,"Joyabaj","Guatemala","GTM","Latin America and the Caribbean",14.995,-90.81181,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
287,"Uspantn","Guatemala","GTM","Latin America and the Caribbean",15.34728,-90.86987,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
288,"Guatemala City","Guatemala","GTM","Latin America and the Caribbean",14.59927,-90.54739,0,0,1,0,0,0,0,0,"LMIC","3. Between 1 and 5 million","Sprawl"
289,"Killeen","United States","USA","Northern America",31.10052,-97.72207,1,0,0,1,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
290,"Ciudad del Carmen","Mexico","MEX","Latin America and the Caribbean",18.64949,-91.80746,0,1,0,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
291,"San Juan Sacatepquez","Guatemala","GTM","Latin America and the Caribbean",14.72437,-90.64896,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
292,"Loveland","United States","USA","Northern America",40.41009,-105.0846,1,0,0,1,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
293,"Cubulco","Guatemala","GTM","Latin America and the Caribbean",15.11033,-90.62515,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
294,"San Jos Pinula","Guatemala","GTM","Latin America and the Caribbean",14.54021,-90.44809,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
295,"Fort Collins","United States","USA","Northern America",40.55306,-105.0727,1,0,0,1,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
296,"Playa Grande Ixcn","Guatemala","GTM","Latin America and the Caribbean",15.98678,-90.7787,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
297,"La Leyenda","Guatemala","GTM","Latin America and the Caribbean",14.73953,-90.44455,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
298,"San Cristobal Verapaz","Guatemala","GTM","Latin America and the Caribbean",15.36314,-90.4799,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
299,"Greeley","United States","USA","Northern America",40.40698,-104.7192,1,0,0,1,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
300,"Salam","Guatemala","GTM","Latin America and the Caribbean",15.10213,-90.31301,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
301,"Cobn","Guatemala","GTM","Latin America and the Caribbean",15.46744,-90.38072,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
302,"San Juan Chamelco","Guatemala","GTM","Latin America and the Caribbean",15.42192,-90.3256,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
303,"San Pedro Carch","Guatemala","GTM","Latin America and the Caribbean",15.47614,-90.31582,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
304,"Purulh","Guatemala","GTM","Latin America and the Caribbean",15.23535,-90.23753,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
305,"Ahuachapan","El Salvador","SLV","Latin America and the Caribbean",13.93222,-89.84755,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
306,"Jalapa","Guatemala","GTM","Latin America and the Caribbean",14.63591,-89.99292,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
307,"Jutiapa","Guatemala","GTM","Latin America and the Caribbean",14.29295,-89.89909,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
308,"Sonsonate","El Salvador","SLV","Latin America and the Caribbean",13.74097,-89.72477,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
309,"Waco","United States","USA","Northern America",31.53421,-97.16518,1,0,0,1,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
310,"Chalchuapa","El Salvador","SLV","Latin America and the Caribbean",13.9818,-89.68648,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
311,"Santa Ana","El Salvador","SLV","Latin America and the Caribbean",13.98263,-89.56047,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
312,"Cheyenne","United States","USA","Northern America",41.14388,-104.7998,1,0,0,1,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
313,"Sayaxch","Guatemala","GTM","Latin America and the Caribbean",16.52387,-90.18805,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
