id,city,country,income_group,cen_lat,cen_lon,ave_pop_growth,ave_built_up_pc_growth,ave_temp_change,ave_built_quality_1_change,ave_built_quality_2_change,n_ave_pop_growth,n_ave_built_up_pc_growth,n_ave_built_quality_1_change,n_ave_built_quality_2_change,n_ave_temp_change,imp_pop_1,imp_pop_2
160,"Victoria","Canada","4. HIC",48.45098,-123.3613,1.007898,.9956642,.7766404,1.00437,.9964842,-.422137,-.571493,-.1271229,.9923989,1.076176,.7827746,176818.2
161,"Huehuetoca","Mexico","3. UMIC",19.83057,-99.2007,,,.3171012,1.046136,.973475,,,.8045917,-.6111587,-.2690467,,23384.12
162,"Yakima","United States","4. HIC",46.59105,-120.5384,1.012379,.9938203,.6967156,1.006,.9939147,-.0977435,-.6680203,-.0907562,.8133295,.8422093,.7053401,60504.44
163,"Rioverde","Mexico","3. UMIC",21.93372,-100.0019,1.011093,1.01578,-.0047545,,.9736641,-.1908108,.48153,,-.5979781,-1.211224,-.0048073,-265.9553
164,"Zumpango","Mexico","3. UMIC",19.79353,-99.09186,1.04876,1.01325,.3171012,,.9410375,2.536338,.3491264,,-2.871796,-.2690467,.3325632,21650.86
165,"Tepetlixpa","Mexico","3. UMIC",19.03249,-98.79832,1.026605,,.3419986,,,.932263,,,,-.196164,.3510975,17864.13
166,"Nampa","United States","4. HIC",43.57494,-116.5663,1.025385,.981626,1.102008,.9551271,.9934976,.8439513,-1.306372,-1.225655,.78426,2.028634,1.129983,90646.29
167,"Los Reyes Acozac","Mexico","3. UMIC",19.76982,-98.98357,,1.049422,.3250811,,,,2.242673,,,-.245687,,23129.57
168,"Chiconcuac","Mexico","3. UMIC",19.51541,-98.88483,1.02759,1.024233,.3250811,,.9501265,1.003572,.9240404,,-2.238365,-.245687,.3340501,81300.54
169,"Matehuala","Mexico","3. UMIC",23.65134,-100.6431,1.019894,1.000548,-.2160783,.9799573,.9799573,.4463503,-.3158373,-.6717346,-.1593935,-1.829838,-.2203769,-16961.6
170,"Tizayuca","Mexico","3. UMIC",19.836,-98.96815,,,.3250811,,.9725501,,,,-.6756158,-.245687,,29725.39
171,"Boise","United States","4. HIC",43.6185,-116.3044,1.01944,.9880072,1.182818,.9801372,.9928381,.4134665,-.9723265,-.6677203,.7382963,2.265191,1.205811,409068.9
172,"Atlixco","Mexico","3. UMIC",18.90891,-98.43433,1.006796,1.034423,.4090767,1.000203,.9601967,-.5019299,1.457487,-.2200809,-1.536547,.0001957,.4118569,29460.7
173,"Nanaimo","Canada","4. HIC",49.19948,-123.9856,1.010384,.9977804,.6177027,.9908119,.9919241,-.2421475,-.4607125,-.4295852,.6745993,.6109127,.6241171,42576.02
174,"Fraccionamientos del Sur","Mexico","3. UMIC",20.05727,-98.77497,1.02828,1.034404,.2812393,,.9401527,1.053527,1.456482,,-2.933457,-.3740265,.2891927,26169.71
175,"Pachuca","Mexico","3. UMIC",20.10032,-98.7393,1.016202,1.0119,.2812393,,.9724834,.1790849,.2784345,,-.6802642,-.3740265,.285796,101972.1
176,"Texmelucan","Mexico","3. UMIC",19.28036,-98.4378,1.016621,1.034099,.3648994,,.9512148,.209414,1.440538,,-2.162518,-.1291258,.3709645,50527.13
177,"Puebla","Mexico","3. UMIC",19.04691,-98.22301,1.012707,1.005172,.3648994,,.9823712,-.0739566,-.073764,,.008834,-.1291258,.3695363,777464.9
178,"Saltillo","Mexico","4. HIC",25.42337,-100.9797,1.022626,1.005868,-.3620691,,.9721695,.6441798,-.037326,,-.702139,-2.257202,-.3702614,-284512.8
179,"Huajuapan","Mexico","3. UMIC",17.80576,-97.77865,1.035886,.9993995,.4826612,,.9659371,1.604224,-.3759547,,-1.136487,.2156019,.4999821,33183.86
180,"Tlaxcala","Mexico","3. UMIC",19.30038,-98.20766,1.013873,1.00187,.3648994,,.9844761,.0104452,-.2466432,,.1555315,-.1291258,.3699617,101496.1
181,"Zacatelco","Mexico","3. UMIC",19.18938,-98.2272,1.022867,.9894879,.3648994,,.9880301,.6616488,-.8948139,,.4032162,-.1291258,.3732437,53766.09
182,"Kennewick","United States","4. HIC",46.21406,-119.1576,1.020561,.9933895,.6794765,.9850991,.9863737,.4946576,-.690567,-.5570297,.2877774,.7917448,.6934472,86274.52
183,"Anchorage","United States","4. HIC",61.19923,-149.8315,1.010437,.9960201,.9146498,,.9944338,-.2383586,-.552859,,.8495023,1.480174,.9241956,112584
184,"Ramos Arizpe","Mexico","3. UMIC",25.53934,-100.947,,.9893949,-.3070054,,.9545804,,-.8996814,,-1.927963,-2.096012,,-26722.07
185,"Apizaco","Mexico","3. UMIC",19.41565,-98.13637,1.01552,1.008695,.3648994,,.9762291,.1296901,.1106351,,-.4192161,-.1291258,.3705627,37844.51
186,"Tulancingo","Mexico","3. UMIC",20.07983,-98.3558,1.031025,.9855201,.2730842,1.022684,.9841592,1.252263,-1.102521,.2814265,.133449,-.3978992,.2815566,36100.57
187,"Vancouver","Canada","4. HIC",49.22926,-122.9851,1.017447,.9882815,.6365325,.9967573,.9946183,.2691918,-.9579641,-.296955,.862363,.6660337,.647638,1282632
188,"Monclova","Mexico","4. HIC",26.90459,-101.4318,1.014908,.9955677,.0472011,,.9896979,.085353,-.5765446,,.5194485,-1.059133,.0479048,13637.79
189,"Ciudad Valles","Mexico","3. UMIC",21.99375,-99.01086,1.013582,.9956074,.0027537,1.067441,.9909528,-.0106229,-.5744666,1.27987,.6069104,-1.189245,.0027911,347.7585
190,"Bellingham","United States","4. HIC",48.75706,-122.4846,1.01416,.9917869,.6344953,.9944029,.9942033,.0312112,-.7744637,-.3494773,.8334389,.6600699,.6434796,46262.62
191,"Huamantla","Mexico","3. UMIC",19.31105,-97.92017,1.0187,1.006785,.4150529,,.9750279,.3599374,.0106443,,-.5029311,.01769,.4228145,23261.04
192,"Provo","United States","4. HIC",40.31561,-111.721,1.026908,.9783718,1.039923,.9792535,.9953246,.9541596,-1.476727,-.6874354,.9115834,1.84689,1.067905,320886.9
193,"Salt Lake City","United States","4. HIC",40.64505,-111.9173,1.019521,.9874261,1.02958,.9811502,.993343,.4193614,-1.002746,-.6451223,.7734846,1.816612,1.049678,1001487
194,"White Rock","Canada","4. HIC",49.04142,-122.815,1.018012,.9923983,.6365325,.9847677,.9898311,.3101111,-.7424595,-.5644227,.5287327,.6660337,.6479978,50979.53
195,"Huauchinango","Mexico","3. UMIC",20.17471,-98.05324,1.015044,1.005093,.2730842,.9956296,.9801865,.0952441,-.0779014,-.3221112,-.1434173,-.3978992,.2771925,19000.23
196,"Albuquerque","United States","4. HIC",35.12904,-106.6292,1.017995,.9917898,1.056957,1.026491,.9904546,.3089027,-.7743108,.3663532,.5721832,1.896755,1.075978,725002.6
197,"Tehuacn","Mexico","3. UMIC",18.46101,-97.39597,1.0109,1.01169,.4992604,,.9777868,-.2048102,.2674576,,-.3106604,.2641931,.5047024,135666
198,"Garca","Mexico","4. HIC",25.79552,-100.5955,,,-.3070054,,,,,,,-2.096012,,-77586.02
199,"Langley","Canada","4. HIC",49.10893,-122.6914,1.017566,.994047,.6365325,.9810234,.9886222,.27784,-.6561509,-.6479519,.4444859,.6660337,.6477141,63735.98
200,"Monterrey","Mexico","4. HIC",25.71167,-100.2783,1.010525,1.008198,-.2027469,1.056651,.9815378,-.2319458,.0846311,1.039184,-.0492427,-1.790813,-.2048808,-857168.6
201,"Ciudad Mante","Mexico","3. UMIC",22.74631,-98.98125,1.0066,.9995759,-.1567321,,.9938652,-.5161709,-.3667189,,.8098776,-1.656113,-.1577664,-11955.4
202,"Oaxaca","Mexico","3. UMIC",17.06521,-96.73268,1.012395,1.00519,.5641232,,.9826566,-.0965524,-.0728342,,.0287274,.4540676,.5711156,306613.3
203,"Bountiful","United States","4. HIC",40.87744,-111.8916,1.025294,.9833823,1.02958,1.005024,.991812,.8373055,-1.214431,-.1125284,.6667857,1.816612,1.055621,75622.3
204,"Maple Ridge","Canada","4. HIC",49.21726,-122.6243,1.017203,.9907641,.6365325,.9875884,.9922522,.2515416,-.8280067,-.501497,.6974628,.6660337,.6474829,48940.75
205,"Abbotsford","Canada","4. HIC",49.05222,-122.3072,1.01525,.9931859,.645967,.9956751,.9917371,.1101152,-.7012258,-.3210966,.6615642,.6936515,.6558178,72787.09
206,"Ogden","United States","4. HIC",41.0822,-111.9862,1.023147,.9889194,.9054693,.9827309,.988328,.6818883,-.9245746,-.6098592,.4239819,1.4533,.9264282,309346.1
207,"Orizaba","Mexico","3. UMIC",18.83879,-97.11916,1.012452,1.005468,.4671364,,.9823304,-.09247,-.0582939,,.0059969,.1701555,.472953,147931.3
208,"Ciudad Victoria","Mexico","4. HIC",23.7388,-99.14935,1.019019,.9977375,-.1723194,1.073308,.9835612,.3830251,-.4629591,1.410756,.0917722,-1.701742,-.1755968,-57371.19
209,"Cadereyta Jimnez","Mexico","4. HIC",25.58406,-99.9986,1.031232,1.00282,-.0955544,,.9669867,1.267264,-.1968881,,-1.063339,-1.477025,-.0985387,-6891.862
210,"San Luis","Mexico","4. HIC",25.90778,-100.1712,,,-.2027469,,,,,,,-1.790813,,-74296.75
211,"Teziutln","Mexico","3. UMIC",19.81574,-97.37182,1.013047,1.005201,.3817601,,.9820139,-.0493758,-.0722663,,-.0160607,-.0797689,.3867409,36912.05
212,"General Zuazua","Mexico","4. HIC",25.8827,-100.1243,,,-.2027469,,,,,,,-1.790813,,-12673.44
213,"Linares","Mexico","4. HIC",24.86676,-99.5574,1.021324,.9977251,-.222033,1.072863,.9813535,.5499215,-.4636081,1.400826,-.0620909,-1.84727,-.2267677,-13982.11
214,"Crdoba","Mexico","3. UMIC",18.8954,-96.95467,1.013901,1.002805,.4946318,,.9835311,.0124476,-.1976869,,.0896703,.2506435,.5015075,119098
215,"Poza Rica","Mexico","3. UMIC",20.53424,-97.44936,1.013755,1.000135,.3065667,,.9862986,.0018833,-.337448,,.2825434,-.2998847,.3107835,71802.36
216,"Coatepec","Mexico","3. UMIC",19.45528,-96.95931,1.015259,.9993085,.4753733,,.9856515,.1108143,-.3807162,,.2374478,.1942676,.4826272,27070.61
217,"Papantla de Olarte","Mexico","2. LMIC",20.44753,-97.32507,1.006948,1.006474,.3373942,,.9867114,-.4909082,-.005612,,.3113138,-.2096424,.3397386,18081.16
218,"Xalapa","Mexico","3. UMIC",19.53935,-96.9091,1.021809,.9941837,.4185758,,.984382,.5850062,-.6489963,,.1489765,.0280026,.4277044,231032.7
219,"Txpam","Mexico","3. UMIC",20.95447,-97.41037,1.013024,1.002118,.3065667,,.9850578,-.0510588,-.2336631,,.1960701,-.2998847,.3105593,35365.72
220,"Martnez de la Torre","Mexico","3. UMIC",20.06666,-97.05242,1.006668,1.008924,.3373942,,.9845901,-.511234,.1226292,,.1634739,-.2096424,.3396439,24835.72
221,"Tampico","Mexico","3. UMIC",22.26867,-97.85524,1.00307,1.002567,-.0565491,,.9944277,-.7717241,-.2101428,,.8490828,-1.362844,-.0567227,-35200.17
222,"Altamira","Mexico","4. HIC",22.38904,-97.91042,,.9774562,-.0565491,1.109376,.9699347,,-1.524659,2.21539,-.857888,-1.362844,,-9781.764
223,"Tierra Blanca","Mexico","3. UMIC",18.44921,-96.35738,1.017457,.9940388,.5783596,,.9887364,.2699427,-.6565815,,.4524408,.4957424,.5884562,31310.81
224,"Tuxtepec","Mexico","3. UMIC",18.08919,-96.13772,1.014617,1.002778,.5783596,,.9828626,.0643195,-.1990785,,.0430835,.4957424,.5868136,50067.32
225,"Veracruz","Mexico","3. UMIC",19.1741,-96.16724,1.010461,1.003892,.477675,,.9861136,-.2365979,-.140774,,.2696536,.2010054,.4826719,345434.6
226,"El Tejar","Mexico","3. UMIC",19.08262,-96.15795,,.9758722,.477675,1.039273,.9422739,,-1.607579,.651495,-2.785626,.2010054,,25005.72
227,"Santo Domingo Tehuantepec","Mexico","2. LMIC",16.32521,-95.23578,1.011822,1.006596,.7540221,1.119483,.9818396,-.1380586,.0007907,2.440859,-.0282111,1.009964,.7629362,39484.58
228,"Salina Cruz","Mexico","3. UMIC",16.19592,-95.20093,1.015465,1.001043,.7540221,,.9837438,.1257199,-.2898958,,.1045,1.009964,.7656833,60632.93
229,"Grand Junction","United States","4. HIC",39.08509,-108.5257,1.023624,.9851905,.6072056,.9890035,.9916061,.7164466,-1.119776,-.4699277,.6524379,.5801842,.6215504,50341.64
230,"Ciudad Acua","Mexico","4. HIC",29.31912,-100.9595,1.016288,1.008367,.8694282,,.9758081,.1852992,.0934926,,-.4485556,1.347796,.8835896,124901.7
231,"Piedras Negras","Mexico","4. HIC",28.69897,-100.5239,1.012302,.9952413,.4877319,,.9925709,-.1033104,-.5936279,,.7196782,.2304454,.493732,84526.97
232,"Juchitn","Mexico","3. UMIC",16.43582,-95.02033,1.01607,.9976092,.7540221,,.9865433,.1694701,-.4696738,,.2995996,1.009964,.7661389,58802.38
233,"Odessa","United States","4. HIC",31.86669,-102.3673,1.02341,.9790663,1.261882,,.9980181,.7009023,-1.44037,,1.099306,2.496637,1.291422,112494.8
234,"Nuevo Laredo","Mexico","4. HIC",27.50073,-99.51215,1.01597,1.000738,.2623224,,.9835545,.1622805,-.3058651,,.091307,-.4294023,.2665118,157878.2
235,"Midland","United States","4. HIC",32.00658,-102.1149,1.023217,.98276,1.064746,,.9944544,.6869375,-1.247009,,.8509396,1.919555,1.089466,99530.16
236,"San Andrs Tuxtla","Mexico","3. UMIC",18.45059,-95.21843,1.011736,.9971355,.6324863,1.012779,.9912393,-.1442642,-.4944734,.060463,.6268744,.6541892,.6399094,43572.31
237,"Reynosa","Mexico","4. HIC",26.04441,-98.30413,1.029254,.9900871,.0133448,,.981305,1.124051,-.8634462,,-.0654681,-1.158242,.0137352,9046.604
238,"Acayucan","Mexico","3. UMIC",17.94985,-94.90583,1.013872,1.003359,.6808939,.9978131,.9830158,.0103503,-.1686688,-.273401,.0537634,.795894,.6903391,53951.42
239,"McAllen","United States","4. HIC",26.21684,-98.23833,1.019228,.9920744,.0133448,,.988973,.3981465,-.7594117,,.4689279,-1.158242,.0136014,3497.503
240,"Ro Bravo","Mexico","3. UMIC",25.99021,-98.09063,1.020377,.9908147,-.0348401,,.9891154,.4813228,-.8253577,,.4788559,-1.299295,-.03555,-3248.854
241,"Spokane","United States","4. HIC",47.67226,-117.3512,1.015101,.9900715,.7984028,1.028105,.9950021,.0993783,-.8642606,.4023529,.8891104,1.139881,.8104598,212235.5
242,"Idaho Falls","United States","4. HIC",43.48928,-112.0099,1.027344,.9854463,1.0768,.9804806,.9877594,.9857575,-1.106387,-.66006,.384353,1.954841,1.106244,77033.93
243,"Minatitln","Mexico","3. UMIC",17.99433,-94.55754,1.010551,.9963497,.6808939,1.046084,.9931841,-.230047,-.5356073,.8034402,.7624143,.795894,.6880783,113249.7
244,"Coatzacoalcos","Mexico","3. UMIC",18.13573,-94.44754,1.017314,.9931241,.6829329,1.00069,.994599,.259577,-.7044614,-.209212,.8610171,.8018627,.6947572,206479.4
245,"Matamoros","Mexico","4. HIC",25.8476,-97.51105,1.011519,1.001898,-.0077677,,.9867395,-.160007,-.245158,,.3132744,-1.220045,-.0078571,-3635.089
246,"Brownsville","United States","4. HIC",25.93178,-97.48193,1.018047,.9995686,-.0161586,,.982697,.3126399,-.3671026,,.0315396,-1.244608,-.0164502,-2466.592
247,"Lubbock","United States","4. HIC",33.55313,-101.8956,1.021551,.9884034,1.016926,,.9903884,.5663633,-.9515833,,.5675723,1.779571,1.038842,210491.1
248,"San Angelo","United States","4. HIC",31.44746,-100.4628,1.017642,.9860117,1.038876,,.9966042,.2833466,-1.076789,,1.000765,1.843824,1.057204,59726.17
249,"Tuxtla Gutirrez","Mexico","3. UMIC",16.75353,-93.1189,1.019258,.994736,.7758889,,.9862972,.4003561,-.6200811,,.2824478,1.073976,.7908314,472013.2
250,"San Antonio","United States","4. HIC",29.49174,-98.52064,1.022702,.9876918,.8230267,1.045553,.9899868,.6496777,-.9888356,.7915875,.5395828,1.211963,.8417111,1221311
251,"Crdenas","Mexico","4. HIC",17.99791,-93.37597,1.025704,.9926921,.7150788,1.013784,.9821177,.8669959,-.7270768,.0828814,-.0088287,.8959646,.733459,81008.71
252,"Tapachula","Mexico","3. UMIC",14.89577,-92.26855,1.027509,1.000172,.7548614,.9626381,.9730598,.9977113,-.3355072,-1.058096,-.6400911,1.012421,.7756269,196992.1
253,"Corpus Christi","United States","4. HIC",27.74287,-97.40417,1.018336,.987785,.515337,,.9942896,.333544,-.9839556,,.8394539,.3112545,.5247861,116065.8
254,"San Cristbal","Mexico","3. UMIC",16.7332,-92.64272,1.022314,.9850949,.7951932,.99428,.9929731,.6215926,-1.124781,-.3522178,.7477093,1.130486,.8129373,143380.7
255,"Villahermosa","Mexico","4. HIC",17.99289,-92.94654,1.03051,.986823,.7214665,.9898484,.9833507,1.214995,-1.034316,-.4510808,.0771004,.9146635,.7434786,368763.6
256,"Malacatn","Guatemala","2. LMIC",14.90899,-92.06639,1.024674,.9986774,.7548614,.9772128,.9772128,.7924246,-.4137531,-.7329583,-.350659,1.012421,.7734866,55431.56
257,"Pueblo","United States","4. HIC",38.26208,-104.6197,1.020226,.983102,.8443096,1.010405,.9970229,.4703874,-1.229105,.0075125,1.029943,1.274265,.8613864,84863.48
258,"Tacan","Guatemala","1. LIC",15.23155,-92.06642,1.008739,.9992768,.9222198,1.007698,.9920538,-.3612458,-.3823761,-.0528869,.6836384,1.502334,.9302794,47915.54
259,"Coatepeque","Guatemala","2. LMIC",14.70471,-91.86599,1.023998,.9949875,.8825674,.9788803,.9814845,.74347,-.6069169,-.6957592,-.0529563,1.386259,.9037468,90222.88
260,"Amarillo","United States","4. HIC",35.18506,-101.8644,1.016905,.9883178,1.241107,1.054875,.995,.229947,-.956067,.9995601,.8889651,2.435823,1.262088,203348.8
261,"San Pedro Sacatepquez [San Marcos]","Guatemala","2. LMIC",14.95987,-91.79128,1.020874,.9870276,.8825674,1.023325,.9924272,.5172965,-1.023604,.2957312,.709663,1.386259,.9009898,106177.9
262,"Comitn","Mexico","3. UMIC",16.24349,-92.13518,1.030714,.9877152,.8346047,.9819275,.982268,1.229771,-.9876125,-.627782,.0016435,1.245856,.860239,90738.05
263,"Retalhuleu","Guatemala","3. UMIC",14.5365,-91.67966,1.014304,1.000233,.8825674,.9856686,.9856686,.0416201,-.3323309,-.5443246,.23864,1.386259,.8951914,62209.11
264,"Abilene","United States","4. HIC",32.4416,-99.74928,1.016294,.9859293,.9251947,,.9980103,.1856962,-1.081104,,1.098757,1.511043,.9402695,76716.77
265,"Colorado Springs","United States","4. HIC",38.86369,-104.776,1.019301,.9923801,.7619002,1.01125,.9885972,.4034546,-.7434112,.0263434,.4427413,1.033026,.7766058,301933.5
266,"Ostuncalco","Guatemala","2. LMIC",14.86515,-91.61989,1.017186,.9862996,.8825674,,.9967607,.2502815,-1.061718,,1.011673,1.386259,.8977349,47089.98
267,"Mazatenango","Guatemala","3. UMIC",14.53226,-91.50677,1.029444,.9971267,.8825674,.9720355,.9741978,1.137765,-.494932,-.848457,-.5607835,1.386259,.9085533,89705.57
268,"Quetzaltenango","Guatemala","2. LMIC",14.85575,-91.53083,1.022928,.9828174,.8825674,,.9946775,.6659988,-1.244004,,.8664879,1.386259,.9028025,176824.2
269,"Totonicapn","Guatemala","2. LMIC",14.91804,-91.37594,1.024588,.9848875,.8180356,1.094808,.9909784,.7862017,-1.135636,1.890403,.6086924,1.197353,.8381492,77631.2
270,"Momostenango","Guatemala","1. LIC",15.04168,-91.4112,1.021042,.990403,.8141139,1.00523,.9888816,.5295093,-.846909,-.1079436,.4625599,1.185873,.8312447,53644.72
271,"Huehuetenango","Guatemala","1. LIC",15.35094,-91.45531,1.023258,1.007154,.8141139,,.9703288,.689941,.0299772,,-.8304219,1.185873,.8330487,96632.34
272,"Denver","United States","4. HIC",39.72837,-104.9804,1.016281,.9943314,.4792337,1.018803,.9895893,.18479,-.6412644,.1948511,.5118842,.2055684,.4870362,1068452
273,"Austin","United States","4. HIC",30.37164,-97.73513,1.018886,.9999434,.7007551,1.01781,.9815192,.3734189,-.3474827,.1726986,-.0505429,.8540343,.7139899,745337.6
274,"Aguacatn","Guatemala","1. LIC",15.34491,-91.31004,1.016443,1.021926,.8141139,,.9627142,.1965453,.8032752,,-1.3611,1.185873,.8275007,54257.46
275,"Panajachel [Solol]","Guatemala","1. LIC",14.77434,-91.18188,1.041335,.9714338,.8180356,.997126,.9885443,1.998761,-1.839924,-.2887282,.4390567,1.197353,.8518495,56549.83
276,"Santa Luca Cotzumalguapa","Guatemala","3. UMIC",14.33937,-91.02135,1.023221,.9989908,.7913632,.9763609,.9782929,.687274,-.3973501,-.7519648,-.2753849,1.119274,.8097398,73456.12
277,"Boulder","United States","4. HIC",40.01689,-105.2539,1.013689,.9898009,.4931098,1.035626,.9966606,-.002855,-.8784296,.570132,1.004695,.2461883,.4998602,44902.57
278,"Santa Cruz del Quich","Guatemala","2. LMIC",15.03321,-91.14517,1.03641,.979192,.8141139,1.095115,.9853731,1.642122,-1.433789,1.897251,.2180446,1.185873,.8437554,97843.68
279,"Chichicastenango","Guatemala","1. LIC",14.94539,-91.11059,1.018544,1.00176,.8180356,.9850953,.9800684,.3486309,-.2523719,-.5571148,-.1516505,1.197353,.8332053,64182.11
280,"Santa Cruz Barillas","Guatemala","1. LIC",15.80652,-91.31171,1.042988,.9796108,.7848053,.9787399,.9787399,2.118386,-1.411866,-.6988932,-.2442384,1.100077,.8185423,106997.1
281,"Santa Mara Nebaj","Guatemala","2. LMIC",15.40961,-91.14897,1.029614,1.001156,.8141139,1.008132,.9701159,1.150125,-.2839861,-.0432122,-.8452599,1.185873,.8382232,58324.67
282,"Escuintla","Guatemala","3. UMIC",14.30118,-90.78242,1.012158,1.010302,.7372298,.9879817,.9779136,-.1137107,.1947626,-.4927237,-.3018208,.9608078,.7461933,86917.38
283,"Chimaltenango","Guatemala","2. LMIC",14.66253,-90.81795,1.041451,.9772625,.7433553,1.047353,.9825391,2.007133,-1.534797,.8317491,.0205399,.978739,.7741682,108272.6
284,"Longmont","United States","4. HIC",40.17028,-105.1125,1.013641,.9971568,.4931098,.9777237,.989355,-.0063247,-.4933563,-.7215617,.4955507,.2461883,.4998366,40185.77
285,"Ciudad Vieja [Antigua Guatemala]","Guatemala","3. UMIC",14.55292,-90.73482,1.004365,1.009602,.7433553,.9980373,.9861845,-.6779663,.1581499,-.2684001,.2745968,.978739,.7465999,42464.54
286,"Joyabaj","Guatemala","1. LIC",14.995,-90.81181,1.025417,.9954494,.7433553,1.058905,.9796715,.8462126,-.5827352,1.089446,-.1793118,.978739,.7622489,45575.1
287,"Uspantn","Guatemala","1. LIC",15.34728,-90.86987,1.033806,.9957125,.7287827,,.9714642,1.453649,-.5689625,,-.7512971,.9360802,.7534202,42741.87
288,"Guatemala City","Guatemala","3. UMIC",14.59927,-90.54739,1.012277,1.000959,.7433553,1.010586,.9869257,-.1051143,-.2943327,.0115308,.3262514,.978739,.7524815,1988000
289,"Killeen","United States","4. HIC",31.10052,-97.72207,1.023326,.9955165,.8207211,1.070854,.9816068,.6948434,-.5792249,1.356018,-.0444324,1.205214,.8398652,137143
290,"Ciudad del Carmen","Mexico","4. HIC",18.64949,-91.80746,1.02026,.9854626,.6718092,.9662729,.9992301,.4728731,-1.105532,-.9770104,1.183768,.7693001,.6854201,128182.2
291,"San Juan Sacatepquez","Guatemala","3. UMIC",14.72437,-90.64896,1.012234,1.007297,.7433553,.978704,.9807573,-.1081955,.0374471,-.6996937,-.1036389,.978739,.7524498,41532.53
